caller_id,caller_type,callee_id,started_at,duration
+48 708 591 4609,people,+374 758 876 6667,2018-09-04T03:41:54.940,917
+86 666 694 3017,customers,+63 699 640 6521,2018-07-05T09:00:31.405,2382
+86 939 147 9288,people,+86 696 763 5271,2018-08-19T00:19:40.848,1261
+86 172 496 6097,people,+380 631 874 7782,2018-08-13T12:39:28.562,130
+63 227 257 2272,customers,+62 441 776 5105,2018-08-09T08:07:02.641,10711
+351 543 997 4318,customers,+263 498 495 0617,2018-06-30T00:43:51.055,5762
+58 309 892 3683,people,+7 418 775 0946,2018-06-07T10:30:43.541,94
+62 235 664 6205,people,+86 969 120 1043,2018-08-04T00:29:44.242,3
+81 746 154 2598,people,+86 274 242 4646,2018-07-08T21:55:13.315,484
+62 635 323 3882,people,+66 959 650 8056,2018-07-14T20:50:24.365,100
+850 471 675 1116,people,+62 533 266 3426,2018-08-02T09:10:38.300,1367
+374 531 732 9074,customers,+86 467 545 3578,2018-06-06T10:40:32.286,7648
+1 384 132 9095,customers,+58 309 892 3683,2018-08-04T13:09:45.996,9849
+63 227 257 2272,people,+62 106 468 0924,2018-07-12T12:02:06.760,97
+66 615 504 8426,people,+60 853 198 5328,2018-08-06T22:46:43.831,1859
+98 238 641 5078,people,+86 738 658 3239,2018-07-13T09:09:36.203,82
+63 227 257 2272,customers,+1 424 265 8640,2018-09-02T07:03:10.545,5212
+62 429 757 5087,people,+351 478 892 3904,2018-06-23T01:24:43.288,129
+49 106 684 3294,people,+46 581 906 2649,2018-08-23T00:20:18.093,1150
+63 227 257 2272,people,+86 366 795 3504,2018-08-13T19:31:20.344,742
+55 595 171 0583,customers,+31 461 329 9985,2018-06-28T19:01:54.276,2295
+57 876 719 4988,people,+82 340 347 2830,2018-07-12T17:17:16.550,50
+49 686 145 1656,customers,+1 210 254 8475,2018-06-22T09:03:05.986,4552
+66 615 504 8426,people,+62 917 766 2299,2018-07-27T05:10:51.432,978
+49 106 684 3294,customers,+252 588 156 8989,2018-07-08T02:32:02.170,8395
+49 106 684 3294,people,+86 359 390 9829,2018-06-07T11:56:47.205,220
+63 354 310 6825,customers,+386 487 202 8409,2018-07-21T09:33:32.017,5834
+62 362 318 0581,customers,+51 415 553 5490,2018-07-16T06:05:00.115,4978
+62 828 512 9172,customers,+591 948 181 0275,2018-06-26T21:43:47.328,5756
+86 369 549 0595,people,+55 338 892 1994,2018-07-25T23:24:58.382,108
+7 171 898 0853,customers,+45 792 227 1110,2018-08-20T14:46:26.654,8847
+252 588 156 8989,people,+33 118 160 3538,2018-07-17T20:16:35.378,1124
+216 124 435 9613,people,+86 945 491 4744,2018-07-01T11:17:23.683,45
+62 163 815 9844,people,+7 282 110 8736,2018-06-06T15:03:17.984,88
+62 235 664 6205,people,+53 518 683 3767,2018-08-30T16:11:03.722,2059
+351 543 997 4318,people,+86 787 989 5295,2018-07-06T08:36:01.267,177
+374 531 732 9074,people,+62 428 249 3712,2018-07-14T04:36:32.621,1010
+55 595 171 0583,people,+86 359 390 9829,2018-06-16T22:01:48.102,38
+30 328 155 8097,customers,+49 686 145 1656,2018-08-05T15:35:43.758,10447
+351 543 997 4318,people,+63 210 501 5367,2018-09-02T18:46:06.823,992
+62 429 757 5087,people,+998 677 789 7127,2018-06-30T07:15:06.104,339
+66 406 272 0080,people,+86 359 390 9829,2018-07-17T09:55:53.221,946
+63 699 640 6521,people,+255 587 909 4812,2018-06-16T13:29:16.106,64
+86 467 545 3578,customers,+63 354 310 6825,2018-08-30T04:22:42.705,7418
+48 503 552 2864,people,+7 134 869 6173,2018-07-10T14:17:30.528,705
+86 666 694 3017,people,+86 241 252 5167,2018-06-09T17:38:30.719,150
+51 901 242 0584,people,+234 182 258 2664,2018-07-02T15:10:21.010,706
+1 384 132 9095,people,+63 585 918 6925,2018-06-22T10:22:40.113,295
+386 487 202 8409,people,+86 145 764 6894,2018-07-25T10:00:02.002,1164
+55 595 171 0583,customers,+63 631 854 2672,2018-06-12T05:26:52.565,1969
+62 635 323 3882,people,+86 440 782 2622,2018-08-16T09:37:37.372,851
+7 235 325 7495,customers,+62 107 530 7500,2018-07-29T09:21:09.368,4200
+63 699 640 6521,people,+46 425 813 2534,2018-08-25T09:55:19.215,468
+57 876 719 4988,people,+216 991 683 2243,2018-08-30T23:17:04.873,519
+380 193 998 0755,people,+351 964 407 2558,2018-08-18T06:30:50.380,634
+86 467 545 3578,people,+970 729 991 1150,2018-06-19T18:48:49.001,9
+52 345 844 0838,people,+86 492 461 2951,2018-08-23T12:52:50.966,813
+686 141 630 2349,people,+86 701 269 0124,2018-08-01T05:01:55.484,68
+62 587 949 6348,customers,+351 699 781 7790,2018-06-26T04:38:15.945,5901
+54 890 522 5284,people,+63 682 619 1420,2018-08-20T07:11:20.254,86
+86 262 669 5847,people,+234 182 258 2664,2018-06-19T23:35:14.303,226
+81 153 962 4648,people,+62 438 838 0450,2018-07-26T01:53:10.292,2319
+351 699 781 7790,customers,+95 983 880 9416,2018-08-20T08:01:30.710,6577
+86 666 694 3017,people,+62 476 520 4304,2018-06-28T17:40:49.536,220
+62 635 323 3882,customers,+63 227 257 2272,2018-07-09T00:36:55.480,5833
+49 686 145 1656,people,+86 825 682 2692,2018-07-18T13:16:16.038,2254
+420 538 824 5280,people,+86 211 590 1388,2018-09-03T14:33:19.275,176
+86 262 669 5847,people,+86 345 683 5046,2018-08-06T10:54:05.906,958
+255 288 243 6585,people,+55 685 314 9379,2018-07-26T13:26:14.283,228
+261 860 539 4754,people,+33 275 806 4842,2018-06-23T18:44:43.124,161
+86 262 669 5847,people,+48 899 676 7713,2018-08-22T01:10:46.341,121
+7 371 758 4851,people,+30 588 989 7601,2018-06-13T13:40:57.741,20
+33 454 926 8596,people,+46 696 713 1592,2018-06-08T23:15:52.511,132
+86 467 545 3578,customers,+686 141 630 2349,2018-08-09T18:01:05.910,10093
+62 691 123 7989,people,+380 476 763 1286,2018-07-20T22:36:28.399,691
+7 171 898 0853,people,+967 974 664 3827,2018-07-08T12:30:52.886,164
+1 253 601 5208,customers,+27 407 187 3101,2018-06-25T07:50:27.251,6260
+54 890 522 5284,people,+63 536 683 3262,2018-06-15T21:48:12.884,313
+1 210 254 8475,customers,+62 235 664 6205,2018-07-23T17:29:58.637,7098
+62 635 323 3882,people,+33 130 458 6541,2018-07-20T01:46:38.835,142
+597 769 358 0569,customers,+62 828 512 9172,2018-08-01T02:39:55.019,1576
+52 345 844 0838,people,+82 340 347 2830,2018-08-14T08:42:16.433,2684
+1 384 132 9095,people,+48 327 319 3731,2018-08-02T16:48:24.162,85
+81 153 962 4648,people,+351 861 789 1765,2018-06-16T15:20:13.693,99
+255 288 243 6585,people,+62 438 838 0450,2018-08-29T12:22:35.041,45
+216 124 435 9613,people,+7 562 888 4228,2018-06-07T21:38:30.561,159
+46 983 626 0444,people,+7 414 625 3019,2018-06-05T22:12:40.347,168
+216 124 435 9613,people,+963 581 584 9910,2018-06-18T22:52:25.336,763
+351 149 297 1404,people,+86 868 734 5069,2018-08-23T13:30:46.637,92
+98 238 641 5078,people,+30 385 759 1411,2018-06-17T16:00:40.652,1000
+49 466 689 9075,customers,+355 556 407 0145,2018-07-07T18:32:29.108,9275
+63 958 715 1786,people,+86 327 481 6517,2018-08-09T08:53:06.200,165
+351 543 997 4318,customers,+81 308 988 7153,2018-06-11T03:14:33.246,6398
+86 682 953 4286,people,+86 848 470 7531,2018-07-02T11:52:25.436,142
+55 595 171 0583,people,+63 808 497 1769,2018-08-13T12:40:06.690,767
+55 125 114 0729,customers,+351 543 997 4318,2018-07-09T11:40:05.647,9327
+380 193 998 0755,people,+55 231 788 9595,2018-06-06T15:39:45.272,146
+66 615 504 8426,people,+63 808 497 1769,2018-06-09T16:04:19.876,3502
+95 983 880 9416,customers,+7 884 177 0089,2018-08-10T22:40:04.000,9728
+55 595 171 0583,people,+62 358 986 3837,2018-07-17T18:00:57.843,237
+263 498 495 0617,people,+86 794 748 8593,2018-07-07T15:09:12.788,120
+86 666 694 3017,people,+86 436 692 7490,2018-07-11T08:34:40.034,84
+7 722 998 0596,people,+86 163 534 8518,2018-06-09T08:57:33.092,286
+62 587 949 6348,people,+48 851 232 2656,2018-07-10T06:37:41.020,2263
+63 699 640 6521,people,+98 656 313 0103,2018-08-21T01:42:23.217,531
+591 948 181 0275,people,+212 180 649 3257,2018-07-30T02:24:59.256,127
+33 454 926 8596,people,+48 690 297 4549,2018-08-11T00:07:51.640,169
+86 521 724 9687,people,+48 327 319 3731,2018-08-12T22:05:38.202,271
+63 390 716 1146,people,+66 959 650 8056,2018-07-29T20:14:24.016,107
+62 587 949 6348,people,+86 176 991 0789,2018-08-01T15:46:08.847,496
+62 828 512 9172,people,+64 793 983 6804,2018-08-24T14:28:46.256,3312
+1 424 265 8640,people,+86 608 352 6646,2018-07-08T09:29:56.287,65
+7 171 898 0853,people,+86 183 374 6732,2018-07-07T20:46:18.640,86
+48 605 399 6898,people,+86 701 269 0124,2018-07-22T21:29:53.658,39
+62 691 123 7989,people,+1 290 555 8205,2018-07-21T09:09:33.152,139
+1 424 265 8640,people,+86 186 512 0374,2018-06-07T22:05:04.451,671
+1 253 601 5208,people,+1 469 233 6069,2018-06-11T03:34:12.590,79
+30 328 155 8097,people,+1 290 555 8205,2018-07-03T15:50:45.419,19
+1 384 132 9095,customers,+7 171 898 0853,2018-07-12T23:32:55.501,9916
+57 876 719 4988,people,+371 219 609 1595,2018-07-14T12:43:54.340,939
+98 238 641 5078,people,+81 952 168 4332,2018-06-16T06:19:51.598,167
+62 691 123 7989,customers,+62 107 530 7500,2018-06-22T23:27:43.562,9216
+351 543 997 4318,people,+63 705 641 2260,2018-06-27T22:00:51.499,2345
+216 124 435 9613,people,+86 586 994 5940,2018-07-23T03:10:30.152,935
+62 728 538 7442,people,+1 901 419 5903,2018-07-26T01:09:04.624,3490
+57 876 719 4988,people,+64 793 983 6804,2018-07-28T19:23:48.757,976
+62 441 776 5105,people,+48 454 123 2284,2018-07-22T07:45:03.972,2097
+252 588 156 8989,people,+86 989 998 5001,2018-08-29T16:06:40.761,3576
+48 503 552 2864,people,+55 492 114 4068,2018-08-16T12:57:38.511,1067
+7 454 540 0474,people,+63 367 339 5563,2018-07-20T04:05:56.480,971
+48 605 399 6898,people,+81 875 233 3294,2018-06-15T23:29:24.713,5
+33 899 450 7675,people,+880 695 628 4908,2018-08-31T12:03:14.854,525
+86 369 549 0595,people,+86 976 128 0131,2018-07-13T07:20:49.112,977
+63 390 716 1146,people,+55 904 918 5912,2018-06-28T22:27:23.996,164
+58 107 155 8233,people,+351 341 759 0598,2018-08-15T00:26:20.184,102
+62 828 512 9172,people,+66 476 694 0263,2018-07-30T18:39:13.250,165
+351 149 297 1404,people,+420 889 439 6249,2018-07-03T09:31:28.208,136
+51 901 242 0584,customers,+48 605 399 6898,2018-07-28T13:38:13.344,8118
+49 466 689 9075,people,+86 837 934 2184,2018-09-04T03:53:28.122,70
+355 556 407 0145,people,+57 152 830 0336,2018-08-24T01:46:53.401,14
+62 728 538 7442,people,+261 592 150 8648,2018-06-22T12:08:58.943,71
+62 587 949 6348,people,+63 367 339 5563,2018-07-01T20:45:20.907,2880
+7 884 177 0089,people,+62 210 565 0115,2018-06-07T15:39:20.963,1135
+52 345 844 0838,people,+7 616 313 9033,2018-09-04T08:10:20.796,1986
+81 746 154 2598,people,+81 918 768 4173,2018-08-27T09:27:44.680,81
+261 860 539 4754,people,+62 291 610 7715,2018-08-29T16:14:43.441,2249
+597 769 358 0569,customers,+62 477 203 1324,2018-08-12T20:19:04.950,1511
+386 487 202 8409,people,+55 818 149 1788,2018-06-12T15:05:43.741,107
+86 666 694 3017,people,+387 204 285 8067,2018-06-29T01:50:02.379,813
+591 948 181 0275,people,+86 834 941 7510,2018-09-01T05:58:13.163,77
+95 983 880 9416,people,+48 735 538 2574,2018-06-22T14:21:11.784,174
+58 107 155 8233,people,+7 383 439 7314,2018-06-19T20:55:36.763,745
+30 328 155 8097,people,+86 204 518 7830,2018-09-01T17:05:50.193,119
+66 615 504 8426,people,+57 152 830 0336,2018-08-25T10:40:16.299,180
+46 946 207 0186,people,+7 282 110 8736,2018-08-03T19:16:09.272,927
+597 769 358 0569,people,+86 586 994 5940,2018-08-16T00:35:02.972,25
+221 577 657 7754,customers,+62 477 203 1324,2018-08-06T10:34:35.286,9739
+55 125 114 0729,customers,+51 415 553 5490,2018-08-09T03:19:29.482,6109
+7 235 325 7495,people,+33 739 275 6004,2018-08-07T15:38:42.427,170
+46 983 626 0444,people,+86 825 153 5518,2018-08-09T19:48:07.534,303
+7 171 898 0853,people,+351 960 435 4039,2018-08-09T10:55:44.971,773
+57 876 719 4988,people,+7 616 313 9033,2018-08-24T17:47:21.338,811
+597 769 358 0569,people,+81 918 768 4173,2018-08-04T05:26:41.939,92
+1 210 254 8475,people,+86 892 682 0628,2018-08-23T21:45:40.008,39
+33 789 705 4973,people,+57 476 473 1122,2018-08-05T04:45:05.478,129
+86 262 669 5847,people,+51 138 191 1399,2018-07-10T12:13:02.764,75
+216 124 435 9613,people,+86 608 352 6646,2018-08-30T04:36:48.189,743
+686 141 630 2349,customers,+1 424 265 8640,2018-08-09T04:07:54.982,1689
+49 106 684 3294,people,+46 918 610 6530,2018-08-28T05:32:22.537,54
+54 398 559 0423,people,+86 521 430 5953,2018-07-08T05:17:27.689,72
+7 371 758 4851,people,+57 629 420 5680,2018-07-30T19:50:57.834,65
+66 406 272 0080,customers,+62 441 776 5105,2018-07-03T01:00:47.998,5672
+49 466 689 9075,customers,+370 351 224 5176,2018-07-06T19:42:55.713,8775
+55 595 171 0583,people,+7 562 888 4228,2018-08-09T00:51:51.339,64
+57 876 719 4988,customers,+48 708 591 4609,2018-08-06T15:34:38.270,1270
+66 406 272 0080,people,+351 539 323 5343,2018-07-31T10:51:27.611,803
+33 454 926 8596,people,+380 476 763 1286,2018-08-25T20:49:36.829,689
+389 785 553 2178,people,+34 547 482 5737,2018-06-22T22:03:38.554,268
+86 231 940 5196,people,+62 358 986 3837,2018-07-03T06:51:44.327,4
+95 983 880 9416,customers,+66 615 504 8426,2018-06-26T04:02:46.529,6526
+850 471 675 1116,people,+57 351 448 8514,2018-07-05T06:05:58.338,856
+252 588 156 8989,people,+351 964 407 2558,2018-08-04T08:27:07.484,44
+63 390 716 1146,people,+57 623 746 8581,2018-06-27T03:55:16.805,146
+47 287 788 2428,people,+30 473 253 7585,2018-07-09T22:42:11.678,554
+47 287 788 2428,people,+7 616 313 9033,2018-07-15T22:39:49.674,145
+46 946 207 0186,people,+66 968 183 5601,2018-07-05T23:37:40.307,48
+33 899 450 7675,customers,+63 354 310 6825,2018-06-21T16:19:45.070,7088
+386 487 202 8409,people,+27 681 464 1394,2018-09-03T15:15:45.058,800
+7 690 597 4443,people,+51 886 864 7025,2018-06-23T10:47:22.620,846
+33 454 926 8596,people,+62 291 610 7715,2018-06-22T21:24:20.682,80
+263 498 495 0617,people,+48 899 676 7713,2018-08-08T02:36:29.210,286
+57 876 719 4988,people,+86 989 998 5001,2018-06-26T22:28:34.200,2179
+374 531 732 9074,people,+1 298 466 9632,2018-07-12T20:37:24.647,862
+57 876 719 4988,people,+33 118 160 3538,2018-08-04T03:43:39.007,1089
+7 690 597 4443,people,+62 358 986 3837,2018-07-13T18:45:38.464,510
+52 345 844 0838,people,+86 186 512 0374,2018-08-29T05:00:01.167,43
+47 287 788 2428,people,+506 400 127 9796,2018-07-29T00:54:51.879,83
+216 124 435 9613,customers,+98 238 641 5078,2018-06-17T20:51:02.735,2059
+62 235 664 6205,customers,+33 899 450 7675,2018-06-18T19:51:39.279,8004
+7 171 898 0853,people,+33 739 275 6004,2018-09-02T06:11:42.621,169
+62 691 123 7989,people,+62 917 766 2299,2018-09-02T01:04:00.425,204
+48 503 552 2864,people,+62 898 977 5098,2018-06-20T07:15:07.899,1011
+49 466 689 9075,people,+212 180 649 3257,2018-08-16T15:46:14.588,168
+1 210 254 8475,people,+7 383 439 7314,2018-06-05T03:59:48.302,97
+63 958 715 1786,people,+48 327 319 3731,2018-06-30T23:34:57.119,1164
+255 288 243 6585,customers,+51 901 242 0584,2018-06-13T12:01:44.063,5056
+51 901 242 0584,people,+86 837 934 2184,2018-08-26T19:34:44.510,68
+374 531 732 9074,customers,+63 390 716 1146,2018-08-15T07:38:35.320,7861
+389 785 553 2178,people,+963 581 584 9910,2018-07-17T17:06:01.464,145
+49 106 684 3294,people,+63 585 918 6925,2018-07-27T20:20:32.824,1197
+380 193 998 0755,people,+33 690 415 1431,2018-08-10T05:11:40.129,122
+1 253 601 5208,customers,+47 287 788 2428,2018-07-01T14:49:55.890,3629
+33 789 705 4973,people,+351 398 218 9116,2018-08-29T00:35:44.966,2410
+86 682 953 4286,people,+62 713 224 9007,2018-07-24T06:14:08.608,95
+7 722 998 0596,people,+62 222 827 2055,2018-06-28T15:59:57.444,39
+380 193 998 0755,people,+63 682 619 1420,2018-06-14T02:58:47.669,10
+63 227 257 2272,people,+57 204 339 0594,2018-08-04T11:50:18.554,320
+86 369 549 0595,people,+86 628 553 0478,2018-06-29T08:33:44.891,774
+389 785 553 2178,customers,+221 577 657 7754,2018-07-28T15:57:01.196,6195
+62 728 538 7442,people,+970 729 991 1150,2018-06-12T07:53:03.288,59
+48 708 591 4609,people,+48 195 624 2025,2018-09-02T14:08:30.398,70
+389 785 553 2178,people,+86 202 257 8619,2018-08-09T04:51:44.979,134
+33 899 450 7675,people,+86 327 481 6517,2018-07-07T19:21:30.395,89
+1 424 265 8640,people,+7 330 587 6318,2018-08-19T10:19:32.936,76
+48 605 399 6898,customers,+62 493 645 0239,2018-06-12T21:03:39.094,7662
+597 769 358 0569,people,+48 327 319 3731,2018-06-08T11:44:09.026,550
+55 595 171 0583,customers,+62 728 538 7442,2018-08-19T22:59:38.745,2021
+81 308 988 7153,customers,+255 288 243 6585,2018-06-25T01:55:04.650,5075
+86 666 694 3017,people,+380 966 332 1685,2018-08-29T19:59:38.067,114
+49 686 145 1656,customers,+55 595 171 0583,2018-07-25T11:09:39.118,3153
+386 487 202 8409,people,+351 211 159 8126,2018-07-30T23:38:11.109,229
+33 899 450 7675,people,+1 202 257 7864,2018-06-16T16:23:05.301,684
+62 493 645 0239,people,+33 365 243 5088,2018-08-04T22:40:03.272,837
+86 521 724 9687,people,+356 279 523 0402,2018-06-08T19:31:00.560,696
+351 235 124 9020,people,+55 685 314 9379,2018-08-18T08:50:27.927,34
+351 699 781 7790,people,+63 895 969 5583,2018-07-17T10:14:43.783,106
+27 407 187 3101,people,+86 586 506 6067,2018-07-20T19:55:46.892,778
+62 828 512 9172,people,+389 575 257 3539,2018-08-16T04:43:51.369,77
+380 193 998 0755,customers,+46 946 207 0186,2018-06-16T10:12:45.952,3613
+63 699 640 6521,people,+62 740 670 2621,2018-08-15T11:58:31.953,986
+63 408 206 3263,people,+86 674 310 1152,2018-06-13T12:00:45.213,3436
+81 153 962 4648,customers,+386 487 202 8409,2018-07-09T01:43:39.405,2718
+62 587 949 6348,people,+351 174 748 3855,2018-07-09T06:26:47.583,117
+33 789 705 4973,people,+86 597 782 5745,2018-08-06T11:21:46.795,142
+62 421 486 9194,people,+86 825 682 2692,2018-08-09T10:32:52.760,169
+86 521 724 9687,people,+48 735 538 2574,2018-06-14T21:14:26.595,135
+86 231 940 5196,customers,+7 371 758 4851,2018-08-18T20:57:43.560,1550
+255 288 243 6585,people,+55 818 149 1788,2018-07-02T08:38:55.161,142
+86 172 496 6097,customers,+7 722 998 0596,2018-07-27T02:45:12.196,3067
+86 939 147 9288,people,+86 183 374 6732,2018-08-18T14:01:29.511,173
+374 531 732 9074,people,+62 546 589 0805,2018-08-22T01:42:29.289,22
+55 316 423 7951,people,+351 193 656 5262,2018-07-19T03:50:11.405,757
+62 362 318 0581,customers,+51 415 553 5490,2018-07-02T04:29:35.414,2884
+54 398 559 0423,customers,+880 194 102 3763,2018-08-03T15:34:54.141,9389
+255 288 243 6585,people,+86 252 157 2705,2018-08-30T10:52:37.634,64
+63 699 640 6521,people,+234 370 280 1569,2018-07-03T15:11:41.159,571
+261 860 539 4754,people,+351 573 522 8513,2018-07-17T22:17:32.354,1041
+63 354 310 6825,people,+86 969 120 1043,2018-08-11T02:13:24.579,55
+370 351 224 5176,people,+86 848 470 7531,2018-06-19T04:23:09.255,82
+81 308 988 7153,people,+420 889 439 6249,2018-06-07T01:24:07.636,107
+86 521 724 9687,customers,+62 235 664 6205,2018-08-08T14:17:48.256,6876
+1 210 254 8475,people,+86 782 425 5756,2018-09-03T12:32:35.853,5
+386 487 202 8409,customers,+880 194 102 3763,2018-06-24T07:00:28.144,1383
+1 424 265 8640,people,+7 562 888 4228,2018-07-03T21:57:53.467,1069
+86 369 549 0595,people,+57 629 420 5680,2018-06-14T18:33:39.913,1363
+880 194 102 3763,people,+62 358 986 3837,2018-06-27T07:51:28.999,1093
+48 503 552 2864,people,+47 544 568 9437,2018-07-11T10:53:49.949,130
+263 498 495 0617,customers,+380 193 998 0755,2018-08-11T13:37:52.091,5577
+33 789 705 4973,people,+62 740 670 2621,2018-07-09T17:15:51.268,8
+62 728 538 7442,people,+351 211 159 8126,2018-09-04T15:08:47.773,826
+55 316 423 7951,customers,+62 163 815 9844,2018-06-21T07:46:00.405,3967
+62 107 530 7500,people,+1 230 625 7114,2018-08-08T13:15:26.670,133
+81 153 962 4648,customers,+49 686 145 1656,2018-09-03T04:13:39.898,1575
+850 471 675 1116,people,+63 585 918 6925,2018-07-13T02:37:03.678,1790
+48 605 399 6898,people,+33 690 415 1431,2018-06-14T05:34:36.266,168
+86 369 549 0595,people,+63 682 619 1420,2018-08-27T01:23:02.708,84
+51 415 553 5490,people,+62 898 977 5098,2018-09-03T00:22:51.225,942
+54 890 522 5284,people,+965 148 209 6906,2018-07-20T01:26:47.140,145
+1 424 265 8640,people,+970 729 991 1150,2018-07-14T10:36:17.355,114
+66 615 504 8426,people,+351 211 159 8126,2018-08-05T11:40:47.476,397
+49 466 689 9075,people,+55 818 149 1788,2018-06-16T06:57:42.339,80
+33 454 926 8596,customers,+63 354 310 6825,2018-06-10T19:20:50.775,10311
+86 682 953 4286,people,+235 930 965 2190,2018-07-13T11:17:50.795,258
+221 577 657 7754,customers,+1 210 254 8475,2018-06-30T00:58:46.236,4507
+1 253 601 5208,people,+351 272 414 6570,2018-08-06T13:46:08.698,148
+57 876 719 4988,customers,+62 493 645 0239,2018-08-12T02:23:12.737,6159
+1 136 994 5079,people,+48 972 978 5313,2018-06-04T19:48:20.536,3189
+54 890 522 5284,customers,+48 605 399 6898,2018-06-10T21:42:36.193,6567
+380 193 998 0755,people,+86 202 257 8619,2018-07-14T04:40:00.735,875
+47 287 788 2428,customers,+62 728 538 7442,2018-06-25T15:18:22.109,4291
+48 605 399 6898,customers,+62 477 203 1324,2018-06-20T12:44:28.524,4947
+55 125 114 0729,customers,+49 686 145 1656,2018-06-10T07:33:21.484,7070
+62 477 203 1324,people,+967 362 261 2147,2018-06-29T15:07:54.966,989
+48 605 399 6898,people,+506 708 178 6852,2018-06-09T01:17:15.627,94
+850 471 675 1116,people,+359 150 266 8547,2018-07-27T01:32:19.653,81
+1 253 601 5208,people,+51 886 864 7025,2018-08-11T21:37:13.647,211
+55 595 171 0583,people,+63 594 112 6128,2018-07-09T16:41:19.233,772
+62 235 664 6205,customers,+63 699 640 6521,2018-07-06T07:34:02.760,1474
+86 262 669 5847,people,+98 656 313 0103,2018-08-19T12:58:20.665,1454
+263 498 495 0617,people,+86 252 157 2705,2018-06-22T19:05:44.387,744
+55 125 114 0729,people,+86 825 682 2692,2018-07-20T12:40:12.337,18
+252 588 156 8989,customers,+62 163 815 9844,2018-06-12T20:06:22.184,3711
+58 309 892 3683,customers,+7 371 758 4851,2018-06-04T21:39:57.498,4499
+63 354 310 6825,people,+7 873 600 5716,2018-08-06T02:04:01.073,2940
+389 785 553 2178,people,+55 492 114 4068,2018-06-12T22:31:51.566,70
+850 471 675 1116,people,+1 298 466 9632,2018-07-02T03:15:37.030,754
+62 828 512 9172,people,+1 230 625 7114,2018-08-19T15:59:54.409,52
+686 141 630 2349,people,+46 581 906 2649,2018-07-11T23:23:07.629,146
+62 429 757 5087,people,+86 474 920 9675,2018-08-15T21:43:17.124,2325
+7 722 998 0596,people,+86 815 244 2113,2018-06-29T07:03:34.099,91
+48 708 591 4609,customers,+86 939 147 9288,2018-08-17T06:02:01.779,9837
+420 538 824 5280,people,+86 902 758 2289,2018-08-28T01:32:08.192,975
+351 543 997 4318,customers,+98 238 641 5078,2018-06-18T01:08:31.304,1743
+54 890 522 5284,customers,+63 227 257 2272,2018-08-10T10:58:38.479,7974
+263 498 495 0617,customers,+33 899 450 7675,2018-08-28T22:30:40.584,3616
+386 487 202 8409,people,+36 318 105 5629,2018-06-26T21:19:43.773,165
+252 588 156 8989,people,+63 756 936 8563,2018-07-08T20:21:16.193,128
+52 345 844 0838,people,+86 528 326 7970,2018-08-12T01:57:38.422,597
+63 227 257 2272,people,+86 689 952 8046,2018-06-14T18:41:37.119,622
+62 429 757 5087,people,+880 695 628 4908,2018-08-31T23:46:34.212,2178
+66 406 272 0080,customers,+1 384 132 9095,2018-06-22T16:08:01.679,2860
+63 227 257 2272,people,+86 145 764 6894,2018-06-26T17:38:28.917,74
+1 210 254 8475,people,+351 478 892 3904,2018-07-16T14:25:13.620,1038
+62 429 757 5087,people,+1 469 233 6069,2018-08-10T14:30:50.228,524
+252 588 156 8989,people,+86 241 252 5167,2018-09-04T04:07:04.702,205
+95 983 880 9416,people,+86 892 682 0628,2018-07-22T13:30:52.974,3158
+1 136 994 5079,people,+86 176 991 0789,2018-08-23T02:21:36.602,873
+7 171 898 0853,people,+380 536 814 3789,2018-08-25T21:02:40.460,464
+46 983 626 0444,people,+57 882 794 5532,2018-08-27T20:05:40.498,85
+49 686 145 1656,people,+54 335 334 1966,2018-09-01T23:38:13.928,149
+86 369 549 0595,customers,+46 983 626 0444,2018-08-05T21:53:00.385,1705
+850 471 675 1116,people,+86 597 782 5745,2018-07-31T10:46:31.510,17
+62 635 323 3882,people,+353 863 857 4894,2018-06-18T21:49:54.138,572
+46 946 207 0186,customers,+261 860 539 4754,2018-06-19T08:52:32.705,4859
+351 149 297 1404,people,+57 609 779 5176,2018-06-10T00:59:19.077,155
+86 939 147 9288,customers,+850 471 675 1116,2018-08-22T12:24:21.102,6550
+62 163 815 9844,people,+358 537 676 5596,2018-06-04T19:51:23.203,737
+62 728 538 7442,people,+86 274 242 4646,2018-07-22T11:22:45.152,1076
+63 699 640 6521,people,+81 918 768 4173,2018-07-02T00:01:32.148,609
+86 939 147 9288,people,+55 763 185 1340,2018-08-19T07:08:25.723,105
+48 708 591 4609,customers,+54 890 522 5284,2018-06-25T10:43:16.276,5346
+63 631 854 2672,people,+62 820 550 8107,2018-07-13T16:36:38.542,505
+66 615 504 8426,people,+81 438 800 8185,2018-07-29T23:53:47.631,78
+62 429 757 5087,people,+420 684 726 9447,2018-06-24T04:57:32.724,151
+66 615 504 8426,people,+62 533 266 3426,2018-07-13T21:44:47.738,133
+63 631 854 2672,people,+48 685 918 7460,2018-07-04T15:14:48.771,46
+351 699 781 7790,people,+86 984 961 8903,2018-07-26T07:38:44.269,3184
+63 958 715 1786,people,+86 510 307 7158,2018-08-10T03:43:04.695,1148
+7 454 540 0474,people,+238 464 749 7553,2018-08-24T01:15:24.054,269
+46 946 207 0186,people,+98 656 313 0103,2018-08-08T03:25:20.878,178
+49 106 684 3294,people,+57 623 746 8581,2018-06-22T04:49:52.649,749
+48 605 399 6898,people,+216 991 683 2243,2018-07-17T23:14:31.336,123
+351 543 997 4318,people,+57 152 830 0336,2018-08-13T03:56:00.000,396
